Distribution Network Service Provider,energy_asset,Zone Substation Name,Zone Substation ID,Zone Substation Area (km2),Dwellings,Persons,Residential,Commercial,Industrial,Primary Production,Education,Hospital/Medical,Transport,Parkland,Water,Other
ActewAGL,AA_BZS,Belconnen Zone,BZS,38,14964,36644,0.333,0.025,0.016,0,0.086,0.005,0,0.507,0.029,0
ActewAGL,AA_CEZS,City East Zone,CEZS,64,16482,35028,0.255,0.042,0,0.237,0.029,0,0,0.276,0.001,0.16
ActewAGL,AA_CZS,Civic Zone,CZS,80,7889,20683,0.174,0.059,0,0.49,0.027,0,0,0.228,0.023,0
ActewAGL,AA_FWZS,Fyshwick Zone,FWZS,41,5577,11272,0.122,0.112,0.115,0.417,0.003,0.002,0.001,0.205,0,0.025
ActewAGL,AA_GCZS,Gold Creek Zone,GCZS,70,24211,66018,0.424,0.018,0.014,0.25,0.011,0,0,0.17,0.006,0.107
ActewAGL,AA_GZS,Gilmore Zone,GZS,80,11819,31993,0.191,0.02,0.078,0.393,0.006,0,0.007,0.181,0.001,0.122
ActewAGL,AA_LZS,Latham Zone,LZS,129,24330,60266,0.197,0.008,0.01,0.342,0.011,0,0,0.211,0.001,0.22
ActewAGL,AA_TPZS,Telopea Park Zone,TPZS,30,13423,26151,0.385,0.086,0.014,0.001,0.067,0.001,0,0.317,0.103,0.027
ActewAGL,AA_TZS,Theodore Zone,TZS,137,11872,31584,0.107,0.001,0,0.69,0.004,0,0,0.062,0.001,0.134
ActewAGL,AA_WAZS,Wanniassa Zone,WAZS,1126,22933,53994,0.026,0.002,0,0.184,0.001,0,0,0.779,0.004,0.004
ActewAGL,AA_WOZS,Woden Zone,WOZS,221,20294,47834,0.106,0.011,0,0.294,0.011,0.001,0.002,0.497,0.006,0.072
Ausgrid,AG_ABERDEEN 66,ABERDEEN 66,ABERDEEN 66,250,1138,2569,0.012,0,0.001,0.953,0,0,0,0.034,0,0
Ausgrid,AG_ADAMSTOWN 132,ADAMSTOWN 132,ADAMSTOWN 132,7,5707,13274,0.571,0.026,0.004,0,0.023,0,0.037,0.34,0,0
Ausgrid,AG_ARGENTON 132/11,ARGENTON 132/11,ARGENTON 132/11,36,6888,16279,0.252,0.02,0.086,0.014,0.018,0,0,0.206,0,0.405
Ausgrid,AG_ARNCLIFFE,ARNCLIFFE,ARNCLIFFE,5,10043,25877,0.672,0.033,0.069,0,0.019,0,0.026,0.18,0,0
Ausgrid,AG_AUBURN,AUBURN,AUBURN,2,1957,5710,0.298,0.003,0.593,0,0.024,0,0.082,0,0,0
Ausgrid,AG_AVOCA,AVOCA,AVOCA,40,16311,34723,0.372,0.005,0.022,0,0.009,0,0,0.239,0.016,0.336
Ausgrid,AG_AVONDALE 33,AVONDALE 33,AVONDALE 33,125,3381,8176,0.068,0,0.063,0.193,0.019,0,0,0.118,0.017,0.522
Ausgrid,AG_BALGOWLAH NORTH,BALGOWLAH NORTH,BALGOWLAH NORTH,14,13118,33865,0.577,0.004,0.009,0,0.018,0.001,0,0.37,0.021,0
Ausgrid,AG_BANKSTOWN,BANKSTOWN,BANKSTOWN,11,13069,39203,0.637,0.009,0.212,0,0.025,0.001,0,0.117,0,0
Ausgrid,AG_BASS HILL,BASS HILL,BASS HILL,9,6888,21684,0.601,0.115,0.041,0,0.026,0.005,0,0.213,0,0
Ausgrid,AG_BEACON HILL,BEACON HILL,BEACON HILL,8,5201,15037,0.562,0.086,0.001,0,0.046,0.013,0,0.168,0,0.124
Ausgrid,AG_BELROSE,BELROSE,BELROSE,15,7041,20692,0.724,0,0,0,0.023,0.004,0,0.108,0,0.142
Ausgrid,AG_BEROWRA,BEROWRA,BEROWRA,52,6204,18035,0.158,0.002,0.019,0,0.004,0,0,0.805,0,0.012
Ausgrid,AG_BLACKWATTLE BAY,BLACKWATTLE BAY,BLACKWATTLE BAY,2,9378,19013,0.529,0.361,0,0,0.014,0,0.044,0.052,0,0
Ausgrid,AG_BLAKEHURST,BLAKEHURST,BLAKEHURST,7,10081,28521,0.85,0.005,0.021,0,0.022,0.001,0,0.102,0,0
Ausgrid,AG_BOTANY,BOTANY,BOTANY,8,7665,20372,0.408,0.011,0.183,0,0.012,0,0.031,0.318,0.037,0
Ausgrid,AG_BRANDY HILL 132,BRANDY HILL 132,BRANDY HILL 132,164,1345,3984,0.059,0,0,0.678,0,0,0,0.003,0,0.26
Ausgrid,AG_BRANXTON 66,BRANXTON 66,BRANXTON 66,244,2960,7764,0.04,0,0,0.831,0,0,0,0.016,0,0.112
Ausgrid,AG_BROADMEADOW 132,BROADMEADOW 132,BROADMEADOW 132,8,6948,14414,0.527,0.073,0.192,0,0.028,0.001,0.004,0.175,0,0
Ausgrid,AG_BROOKVALE,BROOKVALE,BROOKVALE,5,9259,20845,0.538,0.098,0.188,0,0.034,0.002,0,0.14,0,0
Ausgrid,AG_BURWOOD,BURWOOD,BURWOOD,13,21338,58228,0.737,0.04,0.004,0,0.046,0.002,0.036,0.135,0,0
Ausgrid,AG_CAMPBELL ST,CAMPBELL ST,CAMPBELL ST,1,6438,11572,0.629,0.242,0,0,0.012,0,0.022,0.094,0,0
Ausgrid,AG_CAMPSIE,CAMPSIE,CAMPSIE,16,25453,68810,0.789,0.025,0.057,0,0.016,0.003,0.004,0.107,0,0
Ausgrid,AG_CARDIFF 33,CARDIFF 33,CARDIFF 33,9,5419,13550,0.65,0.015,0.118,0,0.014,0.002,0,0.18,0,0.02
Ausgrid,AG_CAREEL BAY,CAREEL BAY,CAREEL BAY,7,4789,10628,0.773,0.008,0,0,0.012,0,0,0.207,0,0
Ausgrid,AG_CARINGBAH,CARINGBAH,CARINGBAH,4,4715,10629,0.627,0.057,0.196,0,0.044,0.027,0,0.048,0,0
Ausgrid,AG_CASTLE COVE,CASTLE COVE,CASTLE COVE,10,11682,30714,0.807,0.033,0.031,0,0.017,0,0.002,0.11,0.001,0
Ausgrid,AG_CESSNOCK 33,CESSNOCK 33,CESSNOCK 33,478,1859,4156,0.009,0,0,0.059,0,0,0,0.193,0.001,0.737
Ausgrid,AG_CHARLESTOWN 132,CHARLESTOWN 132,CHARLESTOWN 132,16,8407,19808,0.547,0.025,0.009,0,0.022,0.004,0,0.346,0,0.047
Ausgrid,AG_CHARMHAVEN,CHARMHAVEN,CHARMHAVEN,17,10404,25926,0.55,0.014,0.034,0.114,0.022,0.016,0,0.053,0,0.197
Ausgrid,AG_CHATSWOOD,CHATSWOOD,CHATSWOOD,13,21727,51581,0.766,0.02,0.052,0,0.049,0.001,0,0.112,0,0
Ausgrid,AG_CITY CENTRAL,CITY CENTRAL,CITY CENTRAL,1,3536,7189,0.1,0.809,0,0,0,0,0.091,0,0,0
Ausgrid,AG_CITY SOUTH,CITY SOUTH,CITY SOUTH,1,5613,13712,0.112,0.685,0,0,0,0,0.066,0.137,0,0
Ausgrid,AG_CLOVELLY,CLOVELLY,CLOVELLY,10,28514,63700,0.713,0.103,0,0,0.05,0.021,0,0.112,0,0
Ausgrid,AG_CONCORD,CONCORD,CONCORD,8,13495,32545,0.631,0.042,0.013,0,0.028,0.03,0.008,0.248,0,0
Ausgrid,AG_CRONULLA,CRONULLA,CRONULLA,29,20406,46861,0.534,0.005,0.096,0,0.016,0,0,0.347,0.001,0
Ausgrid,AG_CROUDACE BAY 33/11,CROUDACE BAY 33/11,CROUDACE BAY 33/11,10,4711,12233,0.551,0,0,0,0.009,0,0,0.376,0,0.064
Ausgrid,AG_DALLEY ST,DALLEY ST,DALLEY ST,1,1819,2319,0.143,0.765,0,0,0.014,0,0.035,0.043,0,0
Ausgrid,AG_DARLING HARBOUR 132/11kV,DARLING HARBOUR 132/11kV,DARLING HARBOUR 132/11kV,1,4706,8951,0.735,0.052,0,0,0.031,0,0.004,0.178,0,0
Ausgrid,AG_DARLINGHURST,DARLINGHURST,DARLINGHURST,2,13436,21390,0.473,0.169,0,0,0.037,0,0.007,0.312,0,0.001
Ausgrid,AG_DEE WHY WEST,DEE WHY WEST,DEE WHY WEST,12,16153,40155,0.722,0.007,0.039,0,0.024,0.001,0,0.208,0,0
Ausgrid,AG_DENMAN 66,DENMAN 66,DENMAN 66,519,1107,2306,0.005,0,0,0.497,0,0,0,0,0,0.498
Ausgrid,AG_DOUBLE BAY,DOUBLE BAY,DOUBLE BAY,6,17627,34494,0.798,0.051,0,0,0.029,0,0.009,0.112,0,0
Ausgrid,AG_DRUMMOYNE,DRUMMOYNE,DRUMMOYNE,6,13104,29352,0.873,0.019,0,0,0.012,0.003,0.003,0.09,0,0
Ausgrid,AG_DULWICH HILL,DULWICH HILL,DULWICH HILL,9,18323,43563,0.799,0.023,0.007,0,0.036,0.007,0.005,0.122,0,0
Ausgrid,AG_EDGEWORTH 33,EDGEWORTH 33,EDGEWORTH 33,22,6802,18174,0.394,0.004,0.035,0.01,0.01,0.001,0.004,0.31,0,0.232
Ausgrid,AG_EMPIRE BAY,EMPIRE BAY,EMPIRE BAY,13,2492,6201,0.208,0,0,0,0.002,0,0,0.307,0,0.483
Ausgrid,AG_ENFIELD,ENFIELD,ENFIELD,5,6672,17739,0.681,0.013,0.089,0,0.024,0.001,0.114,0.078,0,0
Ausgrid,AG_EPPING,EPPING,EPPING,12,14476,38825,0.728,0.011,0.013,0,0.116,0.001,0.009,0.123,0,0
Ausgrid,AG_ERINA,ERINA,ERINA,15,8155,18961,0.508,0.057,0.018,0,0.019,0.01,0,0.223,0,0.165
Ausgrid,AG_FIVE DOCK,FIVE DOCK,FIVE DOCK,8,16012,38795,0.798,0.044,0.02,0,0.032,0.004,0.007,0.095,0,0
Ausgrid,AG_FLEMINGTON,FLEMINGTON,FLEMINGTON,10,10778,31984,0.39,0.059,0.298,0,0.014,0,0.028,0.211,0,0
Ausgrid,AG_GALSTON,GALSTON,GALSTON,56,2262,6522,0.013,0.006,0,0,0.006,0,0,0.052,0,0.923
Ausgrid,AG_GATESHEAD 33,GATESHEAD 33,GATESHEAD 33,21,9258,22343,0.479,0.007,0.057,0,0.021,0.001,0,0.367,0,0.068
Ausgrid,AG_GORE HILL,GORE HILL,GORE HILL,4,8085,16837,0.521,0.046,0.234,0,0.024,0.063,0.018,0.094,0,0
Ausgrid,AG_GREENACRE PARK,GREENACRE PARK,GREENACRE PARK,9,12274,36353,0.689,0.067,0.147,0,0.025,0.002,0.03,0.041,0,0
Ausgrid,AG_GREEN SQUARE,GREEN SQUARE,GREEN SQUARE,3,5221,10844,0.272,0.181,0.331,0,0.004,0,0,0.212,0,0
Ausgrid,AG_HARBORD,HARBORD,HARBORD,7,9931,24880,0.714,0.001,0.01,0,0.028,0.002,0,0.244,0.002,0
Ausgrid,AG_HOMEBUSH BAY,HOMEBUSH BAY,HOMEBUSH BAY,11,7051,17591,0.126,0.373,0.155,0,0.002,0,0.01,0.325,0.008,0
Ausgrid,AG_HORNSBY,HORNSBY,HORNSBY,20,20213,52277,0.731,0.021,0.036,0,0.046,0.007,0.001,0.158,0,0
Ausgrid,AG_HUNTERS HILL,HUNTERS HILL,HUNTERS HILL,9,9369,23915,0.782,0.02,0.002,0,0.043,0.001,0.012,0.14,0,0
Ausgrid,AG_JANNALI,JANNALI,JANNALI,12,9814,26948,0.708,0.009,0,0,0.024,0,0,0.258,0,0
Ausgrid,AG_JESMOND 132,JESMOND 132,JESMOND 132,24,14320,35752,0.563,0.009,0.016,0,0.095,0.042,0.004,0.261,0,0.009
Ausgrid,AG_JEWELLS 33,JEWELLS 33,JEWELLS 33,16,6061,14709,0.336,0.033,0.052,0,0.014,0,0,0.543,0.002,0.02
Ausgrid,AG_KILLARNEY,KILLARNEY,KILLARNEY,6,4795,13832,0.718,0.005,0,0,0.024,0,0,0.253,0,0
Ausgrid,AG_KINGSFORD,KINGSFORD,KINGSFORD,8,19478,47358,0.824,0.002,0,0,0.068,0,0,0.102,0.004,0
Ausgrid,AG_KIRRAWEE,KIRRAWEE,KIRRAWEE,16,13004,32445,0.563,0.007,0.05,0,0.036,0,0,0.344,0,0
Ausgrid,AG_KOGARAH,KOGARAH,KOGARAH,16,30057,79770,0.76,0.045,0.013,0,0.033,0.007,0.009,0.133,0,0
Ausgrid,AG_KOTARA 33,KOTARA 33,KOTARA 33,9,6446,15951,0.673,0.049,0,0,0.026,0,0,0.252,0,0
Ausgrid,AG_LEIGHTONFIELD,LEIGHTONFIELD,LEIGHTONFIELD,6,3893,11717,0.489,0.003,0.275,0,0.04,0,0,0.193,0,0
Ausgrid,AG_LIDCOMBE,LIDCOMBE,LIDCOMBE,3,5413,18398,0.743,0.032,0.08,0,0.015,0.02,0.012,0.098,0,0
Ausgrid,AG_LINDFIELD,LINDFIELD,LINDFIELD,13,10477,28053,0.75,0.028,0,0,0.03,0.001,0,0.191,0,0
Ausgrid,AG_LISAROW,LISAROW,LISAROW,37,6481,17091,0.174,0.004,0.018,0.017,0.028,0.001,0,0.084,0,0.674
Ausgrid,AG_MACQUARIE PARK,MACQUARIE PARK,MACQUARIE PARK,3,1998,4200,0.24,0.12,0.52,0,0.035,0,0,0.085,0,0
Ausgrid,AG_MAITLAND 33,MAITLAND 33,MAITLAND 33,71,6331,16527,0.209,0.009,0,0.745,0.002,0.001,0,0.032,0,0.001
Ausgrid,AG_MANLY,MANLY,MANLY,2,7320,13841,0.722,0.028,0,0,0.019,0.002,0,0.228,0,0
Ausgrid,AG_MAROUBRA,MAROUBRA,MAROUBRA,7,11724,27992,0.582,0.019,0.223,0,0.024,0,0.004,0.147,0,0
Ausgrid,AG_MARRICKVILLE,MARRICKVILLE,MARRICKVILLE,11,23003,53310,0.696,0.032,0.078,0,0.048,0.001,0.015,0.13,0,0
Ausgrid,AG_MARYLAND 132,MARYLAND 132,MARYLAND 132,28,6491,17379,0.27,0.004,0.023,0.015,0.011,0,0.02,0.494,0,0.163
Ausgrid,AG_MASCOT,MASCOT,MASCOT,4,9073,20689,0.473,0.114,0.352,0,0.021,0,0.013,0.027,0,0
Ausgrid,AG_MATRAVILLE,MATRAVILLE,MATRAVILLE,16,12803,32808,0.42,0.004,0.223,0,0.019,0,0.009,0.325,0,0
Ausgrid,AG_MAYFIELD WEST 132,MAYFIELD WEST 132,MAYFIELD WEST 132,8,5039,11135,0.412,0.027,0.323,0,0.006,0.007,0.002,0.223,0,0
Ausgrid,AG_MEADOWBANK,MEADOWBANK,MEADOWBANK,15,22420,56948,0.825,0.023,0.015,0,0.036,0.014,0.006,0.082,0,0
Ausgrid,AG_MEDOWIE 33,MEDOWIE 33,MEDOWIE 33,30,3359,9594,0.498,0,0,0.132,0.001,0,0,0.096,0.001,0.272
Ausgrid,AG_MENAI,MENAI,MENAI,17,9799,29808,0.604,0.021,0,0,0.032,0,0.018,0.325,0,0
Ausgrid,AG_MILPERRA,MILPERRA,MILPERRA,15,9180,25752,0.461,0.025,0.189,0,0.042,0.004,0.002,0.278,0,0
Ausgrid,AG_MIRANDA,MIRANDA,MIRANDA,7,7412,19596,0.817,0.037,0,0,0.037,0,0,0.109,0,0
Ausgrid,AG_MITCHELL LINE 66,MITCHELL LINE 66,MITCHELL LINE 66,201,3061,6859,0.029,0,0.008,0.818,0.001,0,0,0.005,0,0.14
Ausgrid,AG_MORISSET 132,MORISSET 132,MORISSET 132,120,6593,14986,0.083,0.001,0.009,0.247,0.001,0.001,0.001,0.08,0,0.577
Ausgrid,AG_MORTDALE,MORTDALE,MORTDALE,10,15045,38779,0.778,0.009,0.025,0,0.031,0.002,0.007,0.148,0,0
Ausgrid,AG_MOSMAN,MOSMAN,MOSMAN,11,25967,52831,0.817,0.046,0.001,0,0.013,0.001,0,0.123,0,0
Ausgrid,AG_MOUNT HUTTON 33,MOUNT HUTTON 33,MOUNT HUTTON 33,4,2336,6079,0.748,0,0,0,0.009,0,0,0.194,0,0.05
Ausgrid,AG_MT THORLEY 66,MT THORLEY 66,MT THORLEY 66,734,3973,10019,0.02,0,0.018,0.472,0,0,0,0.187,0,0.302
Ausgrid,AG_MUSWELLBROOK 33,MUSWELLBROOK 33,MUSWELLBROOK 33,294,2574,5703,0.037,0.001,0.001,0.671,0,0,0,0.003,0,0.285
Ausgrid,AG_NARRABEEN,NARRABEEN,NARRABEEN,24,13308,34747,0.64,0.036,0.028,0,0.02,0.008,0,0.199,0,0.07
Ausgrid,AG_NELSON BAY 33,NELSON BAY 33,NELSON BAY 33,71,15330,26288,0.204,0.02,0.034,0.036,0.003,0.003,0,0.411,0.004,0.285
Ausgrid,AG_NEWCASTLE CBD 33,NEWCASTLE CBD 33,NEWCASTLE CBD 33,11,14724,27466,0.587,0.153,0.003,0,0.024,0.007,0.003,0.223,0,0
Ausgrid,AG_NEWPORT,NEWPORT,NEWPORT,6,5307,12888,0.867,0.002,0,0,0.009,0,0,0.121,0,0
Ausgrid,AG_NORAVILLE,NORAVILLE,NORAVILLE,21,12841,29178,0.534,0.024,0.02,0.001,0.016,0.003,0,0.336,0,0.065
Ausgrid,AG_PADDINGTON,PADDINGTON,PADDINGTON,2,10234,16433,0.667,0.21,0,0,0.02,0.012,0.004,0.086,0,0
Ausgrid,AG_PAXTON 33,PAXTON 33,PAXTON 33,115,6438,15188,0.091,0.004,0,0.119,0.002,0,0,0.24,0,0.545
Ausgrid,AG_PEATS RIDGE,PEATS RIDGE,PEATS RIDGE,185,914,2376,0,0,0,0.429,0.001,0,0,0.307,0.007,0.257
Ausgrid,AG_PELICAN 33,PELICAN 33,PELICAN 33,9,3555,7012,0.336,0.009,0,0,0.027,0,0,0.575,0.053,0
Ausgrid,AG_PENNANT HILLS,PENNANT HILLS,PENNANT HILLS,27,20302,59919,0.746,0.021,0.007,0,0.028,0,0.001,0.178,0,0.019
Ausgrid,AG_POTTS HILL,POTTS HILL,POTTS HILL,13,10053,30568,0.488,0.039,0.234,0,0.049,0.006,0.003,0.182,0,0
Ausgrid,AG_PUNCHBOWL,PUNCHBOWL,PUNCHBOWL,9,17514,50395,0.826,0.048,0.038,0,0.025,0.002,0.001,0.061,0,0
Ausgrid,AG_PYMBLE,PYMBLE,PYMBLE,23,10058,28111,0.478,0.033,0.005,0,0.027,0.001,0,0.456,0,0
Ausgrid,AG_REVESBY,REVESBY,REVESBY,14,12202,33119,0.657,0.012,0.003,0,0.03,0,0,0.298,0,0
Ausgrid,AG_RIVERWOOD,RIVERWOOD,RIVERWOOD,10,12528,34547,0.813,0.018,0.042,0,0.035,0.002,0.001,0.089,0,0
Ausgrid,AG_ROCKDALE,ROCKDALE,ROCKDALE,5,6309,15377,0.526,0.076,0.028,0,0.018,0,0.003,0.333,0.016,0
Ausgrid,AG_ROTHBURY 132/11KV,ROTHBURY 132/11KV,ROTHBURY 132/11KV,225,5677,13091,0.043,0.001,0.005,0.588,0.001,0,0,0.252,0.004,0.106
Ausgrid,AG_RUTHERFORD 33,RUTHERFORD 33,RUTHERFORD 33,227,6315,16066,0.065,0.001,0.012,0.9,0.002,0,0,0.008,0,0.012
Ausgrid,AG_SANS SOUCI,SANS SOUCI,SANS SOUCI,4,6107,13472,0.836,0.008,0,0,0.013,0.002,0,0.141,0,0
Ausgrid,AG_SCONE 66,SCONE 66,SCONE 66,1199,3176,7086,0.012,0.001,0,0.944,0,0,0,0.036,0.001,0.005
Ausgrid,AG_SEFTON,SEFTON,SEFTON,13,14036,43350,0.706,0.022,0.116,0,0.025,0.002,0.003,0.125,0,0
Ausgrid,AG_SINGLETON 66,SINGLETON 66,SINGLETON 66,219,3359,7927,0.058,0.002,0,0.554,0.001,0,0,0.384,0,0
Ausgrid,AG_SOMERSBY,SOMERSBY,SOMERSBY,35,2291,6666,0.099,0.009,0.11,0.113,0.001,0,0,0.27,0,0.398
Ausgrid,AG_ST IVES,ST IVES,ST IVES,30,11939,33212,0.462,0.003,0,0,0.022,0.003,0,0.51,0,0
Ausgrid,AG_STOCKTON 33,STOCKTON 33,STOCKTON 33,18,3396,7351,0.308,0.011,0,0.293,0.002,0.001,0,0.323,0,0.062
Ausgrid,AG_ST. PETERS,ST. PETERS,ST. PETERS,7,18004,36286,0.544,0.071,0.222,0,0.025,0.001,0.034,0.103,0,0
Ausgrid,AG_SURRY HILLS,SURRY HILLS,SURRY HILLS,3,15204,30120,0.601,0.087,0,0,0.063,0,0.09,0.157,0.003,0
Ausgrid,AG_SWANSEA 33,SWANSEA 33,SWANSEA 33,17,5194,11435,0.381,0.007,0.004,0,0.012,0,0,0.408,0,0.187
Ausgrid,AG_TANILBA BAY 33,TANILBA BAY 33,TANILBA BAY 33,92,3983,8494,0.067,0.001,0,0.032,0.001,0,0,0.439,0.001,0.458
Ausgrid,AG_TELARAH 33,TELARAH 33,TELARAH 33,27,3237,8238,0.212,0.001,0.002,0.672,0.001,0,0,0.035,0.065,0.013
Ausgrid,AG_TERREY HILLS,TERREY HILLS,TERREY HILLS,89,1447,4264,0.128,0.007,0,0,0.004,0,0,0.821,0.003,0.038
Ausgrid,AG_THORNTON 33,THORNTON 33,THORNTON 33,66,5728,15574,0.146,0,0.052,0.696,0.005,0,0,0.074,0,0.028
Ausgrid,AG_TOMAREE 33,TOMAREE 33,TOMAREE 33,15,6680,11228,0.411,0.031,0,0,0.005,0.005,0,0.506,0,0.043
Ausgrid,AG_TOP RYDE,TOP RYDE,TOP RYDE,11,11484,30156,0.642,0.038,0.035,0,0.04,0.041,0.003,0.2,0,0
Ausgrid,AG_TURRAMURRA,TURRAMURRA,TURRAMURRA,13,9101,25348,0.849,0.01,0,0,0.038,0.029,0,0.074,0,0
Ausgrid,AG_UMINA,UMINA,UMINA,16,13382,26489,0.79,0.013,0.001,0,0.022,0,0,0.174,0,0
Ausgrid,AG_WEST GOSFORD,WEST GOSFORD,WEST GOSFORD,145,12481,28063,0.081,0.016,0.012,0.018,0.005,0.001,0,0.549,0.005,0.312
Ausgrid,AG_WOY WOY,WOY WOY,WOY WOY,13,6476,13146,0.551,0.022,0.051,0,0.012,0.008,0.003,0.352,0.001,0
Ausgrid,AG_WYONG,WYONG,WYONG,186,8572,23207,0.067,0.002,0.012,0.258,0.004,0.001,0,0.226,0.001,0.43
Ausgrid,AG_ZETLAND,ZETLAND,ZETLAND,7,17571,33570,0.386,0.126,0.021,0,0.014,0,0,0.421,0.033,0
AusNet Services,AS_BDL,Bairnsdale,BDL,7602,19613,37659,0.009,0,0,0.427,0,0,0,0.519,0.033,0.011
AusNet Services,AS_BGE,Belgrave,BGE,170,10243,27138,0.241,0.002,0,0.452,0.002,0,0,0.13,0.055,0.118
AusNet Services,AS_BN,Benalla,BN,4683,10432,20341,0.007,0,0.001,0.845,0,0,0,0.127,0.015,0.003
AusNet Services,AS_BRA,Boronia,BRA,30,25014,63832,0.783,0.039,0.062,0,0.027,0.002,0.002,0.084,0.001,0
AusNet Services,AS_BRT,Bright,BRT,573,3606,4957,0.055,0,0,0.338,0,0,0,0.592,0,0.015
AusNet Services,AS_BWA,Barnawartha,BWA,660,1547,3683,0.009,0,0.001,0.759,0,0,0,0.204,0,0.027
AusNet Services,AS_BWN,Berwick North,BWN,58,6918,17945,0.275,0.007,0.003,0.137,0.013,0.002,0.003,0.155,0.066,0.34
AusNet Services,AS_BWR,Bayswater,BWR,25,13208,32442,0.574,0.04,0.198,0.088,0.012,0.003,0,0.071,0,0.015
AusNet Services,AS_CLN,Clyde North,CLN,155,18727,54492,0.224,0.003,0.001,0.671,0.008,0,0.001,0.041,0,0.049
AusNet Services,AS_CNR,Cann River,CNR,3892,1274,1559,0.008,0,0,0.024,0,0,0,0.884,0.01,0.074
AusNet Services,AS_CRE,Cranbourne,CRE,39,14726,40673,0.479,0.022,0.03,0.204,0.006,0.001,0,0.124,0,0.134
AusNet Services,AS_CYN,Croydon,CYN,43,26206,63000,0.68,0.022,0.092,0.049,0.027,0,0,0.078,0,0.051
AusNet Services,AS_DRN,Doreen,DRN,235,22514,64898,0.159,0.006,0.003,0.401,0.004,0,0,0.265,0.021,0.142
AusNet Services,AS_ELM,Eltham,ELM,270,27577,76089,0.173,0.002,0.001,0.082,0.004,0,0,0.154,0,0.583
AusNet Services,AS_EPG,Epping,EPG,77,17476,49965,0.315,0.015,0.082,0.399,0.007,0.002,0.001,0.022,0,0.158
AusNet Services,AS_FGY,Ferntree Gully,FGY,68,24899,67211,0.455,0.027,0.049,0.121,0.013,0.001,0.001,0.267,0.003,0.063
AusNet Services,AS_FTR,Foster,FTR,2918,7109,10461,0.009,0,0.002,0.662,0,0,0,0.315,0.006,0.006
AusNet Services,AS_HPK,Hampton Park,HPK,53,29088,93224,0.614,0.044,0.119,0.028,0.009,0,0.002,0.106,0,0.079
AusNet Services,AS_KLK,Kinglake,KLK,657,2021,4730,0.017,0,0,0.412,0,0,0,0.522,0.001,0.048
AusNet Services,AS_KLO,Kalkallo,KLO,343,6708,18816,0.098,0.001,0.001,0.691,0,0,0,0.059,0,0.15
AusNet Services,AS_KMS,Kilmore South,KMS,266,3703,9437,0.049,0.001,0.003,0.922,0.003,0,0,0.009,0,0.013
AusNet Services,AS_LDL,Lilydale,LDL,503,24158,63343,0.094,0.002,0.005,0.722,0.003,0,0,0.101,0.015,0.057
AusNet Services,AS_LGA,Leongatha,LGA,1655,9123,20101,0.01,0,0.001,0.964,0,0,0,0.018,0,0.006
AusNet Services,AS_LLG,Lang Lang,LLG,574,5089,12025,0.047,0,0,0.887,0,0,0,0.014,0,0.051
AusNet Services,AS_LYD,Lysterfield,LYD,40,8375,26249,0.462,0.001,0.003,0.133,0.011,0,0.009,0.281,0.012,0.087
AusNet Services,AS_MBY,Mt Beauty,MBY,475,1532,2498,0.027,0,0.008,0.273,0,0,0,0.692,0,0
AusNet Services,AS_MFA,Maffra,MFA,1574,6541,15108,0.013,0.002,0.001,0.87,0,0,0,0.095,0.011,0.008
AusNet Services,AS_MOE,Moe,MOE,1662,13266,27583,0.017,0.001,0.003,0.457,0.001,0,0,0.437,0.018,0.066
AusNet Services,AS_MSD,Mansfield,MSD,2257,5316,7941,0.011,0,0,0.494,0,0,0,0.406,0.046,0.042
AusNet Services,AS_MYT,Myrtleford,MYT,1265,4667,9752,0.008,0,0,0.621,0.001,0,0,0.336,0,0.033
AusNet Services,AS_NLA,Newmerella,NLA,1501,3265,5675,0.01,0,0,0.254,0,0,0,0.711,0.02,0.005
AusNet Services,AS_NRN,Narre Warren,NRN,13,6170,16671,0.499,0.093,0.036,0.12,0.023,0,0.022,0.035,0,0.171
AusNet Services,AS_OFR,Officer,OFR,100,12894,36278,0.216,0.012,0,0.213,0.013,0,0.001,0.021,0,0.525
AusNet Services,AS_PHI,Phillip Island,PHI,87,8858,7909,0.149,0.003,0.002,0.726,0.001,0,0,0.11,0,0.009
AusNet Services,AS_PHM,Pakenham,PHM,491,16367,43533,0.058,0.004,0.009,0.712,0.001,0,0,0.121,0,0.096
AusNet Services,AS_RWN,Ringwood North,RWN,90,18704,52041,0.423,0.008,0,0.034,0.015,0,0.001,0.151,0,0.369
AusNet Services,AS_SLE,Sale,SLE,1750,11053,19386,0.019,0,0.001,0.631,0,0,0,0.166,0.13,0.052
AusNet Services,AS_SMG,South Morang,SMG,16,10941,30778,0.584,0.099,0.096,0.026,0.044,0,0.004,0.147,0.001,0
AusNet Services,AS_SMR,Seymour,SMR,2744,9986,21141,0.036,0,0,0.805,0,0,0.001,0.146,0,0.012
AusNet Services,AS_TGN,Traralgon,TGN,1662,15401,34979,0.026,0.001,0.004,0.798,0.001,0,0,0.145,0.001,0.024
AusNet Services,AS_TT,Thomastown,TT,19,14419,38203,0.571,0.021,0.264,0,0.025,0,0.048,0.07,0,0
AusNet Services,AS_WGI,Wonthaggi,WGI,758,17447,23867,0.053,0.001,0.001,0.845,0.001,0,0,0.056,0.033,0.011
AusNet Services,AS_WGL,Warragul,WGL,1661,18441,44101,0.028,0.001,0.001,0.637,0.001,0,0,0.307,0.002,0.023
